ID                                       0x323e
Delivery_person_ID              COIMBRES01DEL03
Delivery_person_Age                   34.000000
Delivery_person_Ratings                3.500000
Restaurant_latitude                   11.016298
Restaurant_longitude                  76.972076
Delivery_location_latitude            11.106298
Delivery_location_longitude           77.062076
Order_Date                           25-03-2022
Time_Orderd                               22:10
Time_Order_picked                         22:20
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      34.000000
Name: 22278, dtype: object
