ID                                      0x938b
Delivery_person_ID             BANGRES010DEL01
Delivery_person_Age                  27.000000
Delivery_person_Ratings               4.100000
Restaurant_latitude                  12.933298
Restaurant_longitude                 77.614293
Delivery_location_latitude           12.973298
Delivery_location_longitude          77.654293
Order_Date                          09-03-2022
Time_Orderd                              13:30
Time_Order_picked                        13:35
Weather conditions                       Sunny
Road_traffic_density                      High
Vehicle_condition                            0
Type_of_order                             Meal
Type_of_vehicle                     motorcycle
multiple_deliveries                   3.000000
Festival                                    No
City                                Semi-Urban
Time_taken (min)                     54.000000
Name: 19301, dtype: object
