ID                                       0x5e47
Delivery_person_ID              COIMBRES17DEL02
Delivery_person_Age                   36.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   11.026117
Restaurant_longitude                  76.944652
Delivery_location_latitude            11.046117
Delivery_location_longitude           76.964652
Order_Date                           11-03-2022
Time_Orderd                               11:50
Time_Order_picked                         11:60
Weather conditions                          Fog
Road_traffic_density                       High
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      33.000000
Name: 21803, dtype: object
