ID                                       0x4a28
Delivery_person_ID                SURRES16DEL02
Delivery_person_Age                   20.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   21.160437
Restaurant_longitude                  72.774209
Delivery_location_latitude            21.290437
Delivery_location_longitude           72.904209
Order_Date                           27-03-2022
Time_Orderd                               20:60
Time_Order_picked                         21:15
Weather conditions                        Windy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      24.000000
Name: 16858, dtype: object
