ID                                       0x907d
Delivery_person_ID               PUNERES01DEL02
Delivery_person_Age                   22.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   18.569156
Restaurant_longitude                  73.774723
Delivery_location_latitude            18.589156
Delivery_location_longitude           73.794723
Order_Date                           19-03-2022
Time_Orderd                               10:55
Time_Order_picked                         11:05
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      14.000000
Name: 29887, dtype: object
