ID                                     0xab37
Delivery_person_ID             CHENRES17DEL01
Delivery_person_Age                 28.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 13.045479
Restaurant_longitude                80.233110
Delivery_location_latitude          13.115479
Delivery_location_longitude         80.303110
Order_Date                         29-03-2022
Time_Orderd                             23:40
Time_Order_picked                       23:50
Weather conditions                     Stormy
Road_traffic_density                      Low
Vehicle_condition                           0
Type_of_order                          Buffet
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    17.000000
Name: 25743, dtype: object
