ID                                       0x7891
Delivery_person_ID                HYDRES11DEL02
Delivery_person_Age                   38.000000
Delivery_person_Ratings                3.600000
Restaurant_latitude                   17.430448
Restaurant_longitude                  78.418213
Delivery_location_latitude            17.560448
Delivery_location_longitude           78.548213
Order_Date                           14-03-2022
Time_Orderd                               20:15
Time_Order_picked                         20:30
Weather conditions                       Stormy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      40.000000
Name: 21524, dtype: object
