ID                                    0x853b
Delivery_person_ID             MUMRES08DEL01
Delivery_person_Age                36.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude                19.065838
Restaurant_longitude               72.832658
Delivery_location_latitude         19.105838
Delivery_location_longitude        72.872658
Order_Date                        28-03-2022
Time_Orderd                            12:40
Time_Order_picked                      12:55
Weather conditions                       Fog
Road_traffic_density                    High
Vehicle_condition                          0
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   30.000000
Name: 8995, dtype: object
