ID                                     0x4f2
Delivery_person_ID             JAPRES08DEL01
Delivery_person_Age                50.000000
Delivery_person_Ratings             6.000000
Restaurant_latitude               -26.910262
Restaurant_longitude              -75.783013
Delivery_location_latitude         27.020262
Delivery_location_longitude        75.893013
Order_Date                        18-03-2022
Time_Orderd                              NaN
Time_Order_picked                      18:50
Weather conditions                       NaN
Road_traffic_density                     NaN
Vehicle_condition                          3
Type_of_order                         Drinks
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   20.000000
Name: 1465, dtype: object
