ID                                    0xc0e0
Delivery_person_ID             BHPRES05DEL03
Delivery_person_Age                39.000000
Delivery_person_Ratings             4.500000
Restaurant_latitude               -23.214459
Restaurant_longitude               77.434976
Delivery_location_latitude         23.304459
Delivery_location_longitude        77.524976
Order_Date                        12-02-2022
Time_Orderd                            23:10
Time_Order_picked                      23:20
Weather conditions                     Sunny
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   19.000000
Name: 19698, dtype: object
