ID                                    0xa997
Delivery_person_ID             JAPRES13DEL01
Delivery_person_Age                23.000000
Delivery_person_Ratings             4.900000
Restaurant_latitude                26.846156
Restaurant_longitude               75.802300
Delivery_location_latitude         26.886156
Delivery_location_longitude        75.842300
Order_Date                        30-03-2022
Time_Orderd                            14:45
Time_Order_picked                      14:60
Weather conditions                    Cloudy
Road_traffic_density                    High
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   23.000000
Name: 9713, dtype: object
