ID                                      0x17f1
Delivery_person_ID             COIMBRES05DEL02
Delivery_person_Age                  26.000000
Delivery_person_Ratings               4.300000
Restaurant_latitude                  11.022169
Restaurant_longitude                 76.999594
Delivery_location_latitude           11.042169
Delivery_location_longitude          77.019594
Order_Date                          30-03-2022
Time_Orderd                              11:10
Time_Order_picked                        11:25
Weather conditions                      Stormy
Road_traffic_density                      High
Vehicle_condition                            0
Type_of_order                             Meal
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     37.000000
Name: 5032, dtype: object
