ID                                      0x52b5
Delivery_person_ID             COIMBRES15DEL02
Delivery_person_Age                  26.000000
Delivery_person_Ratings               4.600000
Restaurant_latitude                  11.006686
Restaurant_longitude                 76.951736
Delivery_location_latitude           11.056686
Delivery_location_longitude          77.001736
Order_Date                          30-03-2022
Time_Orderd                              18:45
Time_Order_picked                        18:60
Weather conditions                  Sandstorms
Road_traffic_density                    Medium
Vehicle_condition                            1
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     20.000000
Name: 38810, dtype: object
