ID                                    0x881d
Delivery_person_ID             JAPRES03DEL02
Delivery_person_Age                34.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude                26.913483
Restaurant_longitude               75.803139
Delivery_location_latitude         26.933483
Delivery_location_longitude        75.823139
Order_Date                        17-03-2022
Time_Orderd                            10:30
Time_Order_picked                      10:35
Weather conditions                    Stormy
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                           Meal
Type_of_vehicle                      scooter
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   25.000000
Name: 5927, dtype: object
