ID                                    0xc384
Delivery_person_ID             ALHRES12DEL03
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                25.443994
Restaurant_longitude               81.860187
Delivery_location_latitude         25.473994
Delivery_location_longitude        81.890187
Order_Date                        17-02-2022
Time_Orderd                              NaN
Time_Order_picked                      22:60
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   18.000000
Name: 38750, dtype: object
