ID                                    0x3de3
Delivery_person_ID             VADRES20DEL01
Delivery_person_Age                35.000000
Delivery_person_Ratings             4.600000
Restaurant_latitude                22.311358
Restaurant_longitude               73.164798
Delivery_location_latitude         22.321358
Delivery_location_longitude        73.174798
Order_Date                        19-03-2022
Time_Orderd                            10:10
Time_Order_picked                      10:20
Weather conditions                       Fog
Road_traffic_density                     Low
Vehicle_condition                          0
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   25.000000
Name: 19660, dtype: object
