ID                                    0x836d
Delivery_person_ID             HYDRES06DEL01
Delivery_person_Age                31.000000
Delivery_person_Ratings             4.400000
Restaurant_latitude                17.455894
Restaurant_longitude               78.375467
Delivery_location_latitude         17.525894
Delivery_location_longitude        78.445467
Order_Date                        25-03-2022
Time_Orderd                            19:35
Time_Order_picked                      19:40
Weather conditions                    Stormy
Road_traffic_density                     Jam
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                 Yes
City                           Metropolitian
Time_taken (min)                   53.000000
Name: 10647, dtype: object
