ID                                       0x6a00
Delivery_person_ID               PUNERES15DEL03
Delivery_person_Age                   38.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   18.636215
Restaurant_longitude                  73.751081
Delivery_location_latitude            18.726215
Delivery_location_longitude           73.841081
Order_Date                           04-04-2022
Time_Orderd                               18:20
Time_Order_picked                         18:35
Weather conditions                   Sandstorms
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      23.000000
Name: 14112, dtype: object
