ID                                       0x568d
Delivery_person_ID              BANGRES010DEL02
Delivery_person_Age                   34.000000
Delivery_person_Ratings                4.400000
Restaurant_latitude                   12.933298
Restaurant_longitude                  77.614293
Delivery_location_latitude            13.013298
Delivery_location_longitude           77.694293
Order_Date                           23-03-2022
Time_Orderd                               19:35
Time_Order_picked                         19:50
Weather conditions                        Sunny
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      31.000000
Name: 24563, dtype: object
