ID                                     0xb659
Delivery_person_ID             BANGRES13DEL01
Delivery_person_Age                 27.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 12.935662
Restaurant_longitude                77.614130
Delivery_location_latitude          13.005662
Delivery_location_longitude         77.684130
Order_Date                         29-03-2022
Time_Orderd                             23:30
Time_Order_picked                       23:40
Weather conditions                 Sandstorms
Road_traffic_density                      Low
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                                    Urban
Time_taken (min)                    14.000000
Name: 45145, dtype: object
