ID                                    0x527b
Delivery_person_ID             MUMRES19DEL01
Delivery_person_Age                22.000000
Delivery_person_Ratings             4.100000
Restaurant_latitude                19.131141
Restaurant_longitude               72.813074
Delivery_location_latitude         19.241141
Delivery_location_longitude        72.923074
Order_Date                        10-03-2022
Time_Orderd                            17:35
Time_Order_picked                      17:40
Weather conditions                Sandstorms
Road_traffic_density                  Medium
Vehicle_condition                          0
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   38.000000
Name: 26475, dtype: object
