ID                                       0x18f2
Delivery_person_ID                MYSRES04DEL02
Delivery_person_Age                   23.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   12.308500
Restaurant_longitude                  76.665808
Delivery_location_latitude            12.328500
Delivery_location_longitude           76.685808
Order_Date                           11-03-2022
Time_Orderd                                9:10
Time_Order_picked                          9:20
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      10.000000
Name: 5177, dtype: object
