ID                                       0x7f40
Delivery_person_ID                HYDRES05DEL02
Delivery_person_Age                   25.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   17.433809
Restaurant_longitude                  78.386744
Delivery_location_latitude            17.513809
Delivery_location_longitude           78.466744
Order_Date                           10-03-2022
Time_Orderd                               23:20
Time_Order_picked                         23:35
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      25.000000
Name: 8912, dtype: object
