ID                                    0xcd05
Delivery_person_ID             KNPRES20DEL02
Delivery_person_Age                    31.00
Delivery_person_Ratings                 4.50
Restaurant_latitude                    26.47
Restaurant_longitude                   80.35
Delivery_location_latitude             26.49
Delivery_location_longitude            80.37
Order_Date                        11-02-2022
Time_Orderd                            10:60
Time_Order_picked                      11:15
Weather conditions                       Fog
Road_traffic_density                     Low
Vehicle_condition                          1
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                     0.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       19.00
Name: 3310, dtype: object
