ID                                       0x8f83
Delivery_person_ID             RANCHIRES02DEL01
Delivery_person_Age                       25.00
Delivery_person_Ratings                    4.50
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.04
Delivery_location_longitude                0.04
Order_Date                           03-03-2022
Time_Orderd                               13:20
Time_Order_picked                         13:30
Weather conditions                          Fog
Road_traffic_density                       High
Vehicle_condition                             1
Type_of_order                              Meal
Type_of_vehicle                         scooter
multiple_deliveries                        0.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          22.00
Name: 39126, dtype: object
