ID                                       0xc748
Delivery_person_ID                KOCRES02DEL02
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   10.028047
Restaurant_longitude                  76.310019
Delivery_location_latitude            10.078047
Delivery_location_longitude           76.360019
Order_Date                           15-02-2022
Time_Orderd                               21:45
Time_Order_picked                         21:50
Weather conditions                        Windy
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      13.000000
Name: 30555, dtype: object
