ID                                    0xe151
Delivery_person_ID             BHPRES20DEL03
Delivery_person_Age                39.000000
Delivery_person_Ratings             4.400000
Restaurant_latitude                23.235123
Restaurant_longitude               77.398886
Delivery_location_latitude         23.295123
Delivery_location_longitude        77.458886
Order_Date                        15-02-2022
Time_Orderd                            18:10
Time_Order_picked                      18:15
Weather conditions                    Stormy
Road_traffic_density                  Medium
Vehicle_condition                          2
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   33.000000
Name: 33774, dtype: object
