ID                                    0xb589
Delivery_person_ID             MUMRES20DEL01
Delivery_person_Age                21.000000
Delivery_person_Ratings             4.800000
Restaurant_latitude                19.103249
Restaurant_longitude               72.846749
Delivery_location_latitude         19.213249
Delivery_location_longitude        72.956749
Order_Date                        18-03-2022
Time_Orderd                            23:20
Time_Order_picked                      23:25
Weather conditions                     Sunny
Road_traffic_density                     Low
Vehicle_condition                          2
Type_of_order                          Snack
Type_of_vehicle                      scooter
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   29.000000
Name: 23481, dtype: object
