ID                                       0x190e
Delivery_person_ID                HYDRES07DEL02
Delivery_person_Age                   36.000000
Delivery_person_Ratings                4.800000
Restaurant_latitude                   17.424114
Restaurant_longitude                  78.347554
Delivery_location_latitude            17.554114
Delivery_location_longitude           78.477554
Order_Date                           08-03-2022
Time_Orderd                               22:35
Time_Order_picked                         22:40
Weather conditions                       Stormy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      17.000000
Name: 15161, dtype: object
