ID                                     0x785f
Delivery_person_ID             INDORES17DEL01
Delivery_person_Age                 31.000000
Delivery_person_Ratings              4.600000
Restaurant_latitude                 22.761226
Restaurant_longitude                75.887522
Delivery_location_latitude          22.771226
Delivery_location_longitude         75.897522
Order_Date                         19-03-2022
Time_Orderd                             10:15
Time_Order_picked                       10:20
Weather conditions                     Stormy
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                          Drinks
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    23.000000
Name: 29189, dtype: object
