ID                                    0x948b
Delivery_person_ID             VADRES17DEL01
Delivery_person_Age                    24.00
Delivery_person_Ratings                 4.50
Restaurant_latitude                     0.00
Restaurant_longitude                    0.00
Delivery_location_latitude              0.04
Delivery_location_longitude             0.04
Order_Date                        28-03-2022
Time_Orderd                            14:55
Time_Order_picked                      15:10
Weather conditions                       Fog
Road_traffic_density                    High
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                     0.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       28.00
Name: 1913, dtype: object
