ID                                       0x37f2
Delivery_person_ID             RANCHIRES06DEL02
Delivery_person_Age                   27.000000
Delivery_person_Ratings                4.200000
Restaurant_latitude                   23.357804
Restaurant_longitude                  85.325146
Delivery_location_latitude            23.437804
Delivery_location_longitude           85.405146
Order_Date                           08-03-2022
Time_Orderd                               21:15
Time_Order_picked                         21:30
Weather conditions                   Sandstorms
Road_traffic_density                        Jam
Vehicle_condition                             0
Type_of_order                            Buffet
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      31.000000
Name: 35507, dtype: object
