ID                                        0x798
Delivery_person_ID                SURRES05DEL01
Delivery_person_Age                   39.000000
Delivery_person_Ratings                5.000000
Restaurant_latitude                   21.175104
Restaurant_longitude                  72.804342
Delivery_location_latitude            21.285104
Delivery_location_longitude           72.914342
Order_Date                           06-03-2022
Time_Orderd                               18:35
Time_Order_picked                         18:40
Weather conditions                       Cloudy
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      41.000000
Name: 31376, dtype: object
