ID                                       0xc941
Delivery_person_ID                GOARES16DEL02
Delivery_person_Age                   29.000000
Delivery_person_Ratings                4.700000
Restaurant_latitude                   15.498603
Restaurant_longitude                  73.826911
Delivery_location_latitude            15.518603
Delivery_location_longitude           73.846911
Order_Date                           15-02-2022
Time_Orderd                               10:15
Time_Order_picked                         10:30
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      10.000000
Name: 31274, dtype: object
