ID                                    0x89ee
Delivery_person_ID             HYDRES13DEL02
Delivery_person_Age                24.000000
Delivery_person_Ratings             4.500000
Restaurant_latitude                17.431477
Restaurant_longitude               78.400350
Delivery_location_latitude         17.451477
Delivery_location_longitude        78.420350
Order_Date                        21-03-2022
Time_Orderd                             8:10
Time_Order_picked                       8:20
Weather conditions                     Windy
Road_traffic_density                     Low
Vehicle_condition                          1
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   10.000000
Name: 26974, dtype: object
