ID                                       0x915e
Delivery_person_ID              COIMBRES09DEL03
Delivery_person_Age                   32.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   11.008638
Restaurant_longitude                  76.984311
Delivery_location_latitude            11.098638
Delivery_location_longitude           77.074311
Order_Date                           06-03-2022
Time_Orderd                               19:35
Time_Order_picked                         19:45
Weather conditions                        Sunny
Road_traffic_density                        Jam
Vehicle_condition                             2
Type_of_order                              Meal
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      15.000000
Name: 26457, dtype: object
