ID                                    0xb267
Delivery_person_ID             VADRES03DEL03
Delivery_person_Age                    24.00
Delivery_person_Ratings                 4.90
Restaurant_latitude                    22.32
Restaurant_longitude                   73.17
Delivery_location_latitude             22.38
Delivery_location_longitude            73.23
Order_Date                        26-03-2022
Time_Orderd                            23:20
Time_Order_picked                      23:35
Weather conditions                    Cloudy
Road_traffic_density                     Low
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                     0.00
Festival                                  No
City                                   Urban
Time_taken (min)                       10.00
Name: 33172, dtype: object
