ID                                       0x399d
Delivery_person_ID               PUNERES16DEL01
Delivery_person_Age                   33.000000
Delivery_person_Ratings                4.900000
Restaurant_latitude                   18.536718
Restaurant_longitude                  73.830327
Delivery_location_latitude            18.606718
Delivery_location_longitude           73.900327
Order_Date                           27-03-2022
Time_Orderd                               17:50
Time_Order_picked                         17:55
Weather conditions                        Sunny
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      22.000000
Name: 41619, dtype: object
