ID                                      0xb305
Delivery_person_ID             COIMBRES09DEL02
Delivery_person_Age                  23.000000
Delivery_person_Ratings               4.000000
Restaurant_latitude                  11.008638
Restaurant_longitude                 76.984311
Delivery_location_latitude           11.058638
Delivery_location_longitude          77.034311
Order_Date                          21-03-2022
Time_Orderd                              23:20
Time_Order_picked                        23:30
Weather conditions                       Windy
Road_traffic_density                       Low
Vehicle_condition                            0
Type_of_order                           Drinks
Type_of_vehicle                     motorcycle
multiple_deliveries                   1.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     16.000000
Name: 7480, dtype: object
