ID                                      0xd12
Delivery_person_ID             PUNERES18DEL02
Delivery_person_Age                 36.000000
Delivery_person_Ratings              4.300000
Restaurant_latitude                 18.593481
Restaurant_longitude                73.785901
Delivery_location_latitude          18.723481
Delivery_location_longitude         73.915901
Order_Date                         29-03-2022
Time_Orderd                             21:45
Time_Order_picked                       21:55
Weather conditions                      Windy
Road_traffic_density                      Jam
Vehicle_condition                           0
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                  Yes
City                            Metropolitian
Time_taken (min)                    44.000000
Name: 11146, dtype: object
