ID                                       0x2e64
Delivery_person_ID               BANGRES04DEL02
Delivery_person_Age                   34.000000
Delivery_person_Ratings                3.900000
Restaurant_latitude                   12.980410
Restaurant_longitude                  77.640489
Delivery_location_latitude            13.060410
Delivery_location_longitude           77.720489
Order_Date                           02-03-2022
Time_Orderd                               22:10
Time_Order_picked                         22:20
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      33.000000
Name: 12830, dtype: object
