ID                                      0x29c0
Delivery_person_ID             COIMBRES11DEL03
Delivery_person_Age                  28.000000
Delivery_person_Ratings               4.500000
Restaurant_latitude                  11.001753
Restaurant_longitude                 76.986241
Delivery_location_latitude           11.061753
Delivery_location_longitude          77.046241
Order_Date                          28-03-2022
Time_Orderd                              22:30
Time_Order_picked                        22:40
Weather conditions                  Sandstorms
Road_traffic_density                       Low
Vehicle_condition                            1
Type_of_order                             Meal
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                                     Urban
Time_taken (min)                     10.000000
Name: 23486, dtype: object
