ID                                      0x133b
Delivery_person_ID             COIMBRES04DEL02
Delivery_person_Age                  28.000000
Delivery_person_Ratings               4.500000
Restaurant_latitude                  11.024839
Restaurant_longitude                 77.007003
Delivery_location_latitude           11.154839
Delivery_location_longitude          77.137003
Order_Date                          06-04-2022
Time_Orderd                              18:55
Time_Order_picked                        19:10
Weather conditions                      Stormy
Road_traffic_density                    Medium
Vehicle_condition                            1
Type_of_order                           Buffet
Type_of_vehicle                        scooter
multiple_deliveries                   1.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     26.000000
Name: 1772, dtype: object
