ID                                       0xa111
Delivery_person_ID             RANCHIRES12DEL01
Delivery_person_Age                       23.00
Delivery_person_Ratings                    4.80
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.04
Delivery_location_longitude                0.04
Order_Date                           07-03-2022
Time_Orderd                               15:40
Time_Order_picked                         15:45
Weather conditions                        Windy
Road_traffic_density                     Medium
Vehicle_condition                             1
Type_of_order                            Drinks
Type_of_vehicle                         scooter
multiple_deliveries                        1.00
Festival                                     No
City                                      Urban
Time_taken (min)                          26.00
Name: 24759, dtype: object
