ID                                    0x231c
Delivery_person_ID             MYSRES07DEL02
Delivery_person_Age                      NaN
Delivery_person_Ratings                  NaN
Restaurant_latitude                12.325461
Restaurant_longitude               76.632278
Delivery_location_latitude         12.455461
Delivery_location_longitude        76.762278
Order_Date                        02-04-2022
Time_Orderd                              NaN
Time_Order_picked                      22:40
Weather conditions                       NaN
Road_traffic_density                     NaN
Vehicle_condition                          0
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                                   Urban
Time_taken (min)                   22.000000
Name: 20644, dtype: object
