ID                                       0x63a8
Delivery_person_ID             RANCHIRES12DEL02
Delivery_person_Age                       30.00
Delivery_person_Ratings                    4.70
Restaurant_latitude                        0.00
Restaurant_longitude                       0.00
Delivery_location_latitude                 0.02
Delivery_location_longitude                0.02
Order_Date                           19-03-2022
Time_Orderd                               10:60
Time_Order_picked                         11:10
Weather conditions                   Sandstorms
Road_traffic_density                        Low
Vehicle_condition                             1
Type_of_order                             Snack
Type_of_vehicle                         scooter
multiple_deliveries                        0.00
Festival                                     No
City                              Metropolitian
Time_taken (min)                          21.00
Name: 27724, dtype: object
