ID                                     0x45b6
Delivery_person_ID             BANGRES20DEL02
Delivery_person_Age                 25.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 12.972161
Restaurant_longitude                77.596014
Delivery_location_latitude          12.992161
Delivery_location_longitude         77.616014
Order_Date                         07-03-2022
Time_Orderd                              9:50
Time_Order_picked                        9:60
Weather conditions                      Windy
Road_traffic_density                      Low
Vehicle_condition                           2
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                  0.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    18.000000
Name: 12479, dtype: object
