ID                                    0xcb46
Delivery_person_ID             KNPRES19DEL02
Delivery_person_Age                24.000000
Delivery_person_Ratings             4.300000
Restaurant_latitude                26.490950
Restaurant_longitude               80.318656
Delivery_location_latitude         26.620950
Delivery_location_longitude        80.448656
Order_Date                        14-02-2022
Time_Orderd                            20:25
Time_Order_picked                      20:35
Weather conditions                       Fog
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                         Drinks
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   40.000000
Name: 632, dtype: object
