ID                                       0x2f42
Delivery_person_ID             RANCHIRES06DEL03
Delivery_person_Age                   21.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   23.357804
Restaurant_longitude                  85.325146
Delivery_location_latitude            23.387804
Delivery_location_longitude           85.355146
Order_Date                           03-04-2022
Time_Orderd                               22:10
Time_Order_picked                         22:15
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                             Snack
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      14.000000
Name: 2461, dtype: object
