ID                                       0x250c
Delivery_person_ID                JAPRES01DEL02
Delivery_person_Age                   24.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   26.905190
Restaurant_longitude                  75.810753
Delivery_location_latitude            26.925190
Delivery_location_longitude           75.830753
Order_Date                           28-03-2022
Time_Orderd                                8:55
Time_Order_picked                          9:10
Weather conditions                        Windy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      17.000000
Name: 32434, dtype: object
