ID                                     0xad66
Delivery_person_ID             INDORES07DEL02
Delivery_person_Age                 25.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 22.722634
Restaurant_longitude                75.886959
Delivery_location_latitude          22.802634
Delivery_location_longitude         75.966959
Order_Date                         16-03-2022
Time_Orderd                             22:15
Time_Order_picked                       22:20
Weather conditions                     Stormy
Road_traffic_density                      Low
Vehicle_condition                           1
Type_of_order                          Drinks
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    11.000000
Name: 38526, dtype: object
