ID                                      0x238c
Delivery_person_ID             COIMBRES18DEL01
Delivery_person_Age                  34.000000
Delivery_person_Ratings               4.200000
Restaurant_latitude                  11.020910
Restaurant_longitude                 76.940432
Delivery_location_latitude           11.060910
Delivery_location_longitude          76.980432
Order_Date                          24-03-2022
Time_Orderd                              12:45
Time_Order_picked                        12:55
Weather conditions                         Fog
Road_traffic_density                      High
Vehicle_condition                            2
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     33.000000
Name: 23130, dtype: object
