ID                                      0xd65
Delivery_person_ID             PUNERES02DEL01
Delivery_person_Age                       NaN
Delivery_person_Ratings                   NaN
Restaurant_latitude                 18.551440
Restaurant_longitude                73.804855
Delivery_location_latitude          18.591440
Delivery_location_longitude         73.844855
Order_Date                         11-03-2022
Time_Orderd                               NaN
Time_Order_picked                       14:45
Weather conditions                 Sandstorms
Road_traffic_density                     High
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                       scooter
multiple_deliveries                       NaN
Festival                                   No
City                            Metropolitian
Time_taken (min)                    10.000000
Name: 37098, dtype: object
