ID                                     0x520f
Delivery_person_ID             CHENRES01DEL02
Delivery_person_Age                 33.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 13.005801
Restaurant_longitude                80.250744
Delivery_location_latitude          13.085801
Delivery_location_longitude         80.330744
Order_Date                         20-03-2022
Time_Orderd                             20:15
Time_Order_picked                       20:20
Weather conditions                      Sunny
Road_traffic_density                      Jam
Vehicle_condition                           1
Type_of_order                           Snack
Type_of_vehicle                    motorcycle
multiple_deliveries                  1.000000
Festival                                   No
City                            Metropolitian
Time_taken (min)                    15.000000
Name: 824, dtype: object
