ID                                    0xa623
Delivery_person_ID             MUMRES07DEL02
Delivery_person_Age                38.000000
Delivery_person_Ratings             3.800000
Restaurant_latitude                19.091458
Restaurant_longitude               72.827808
Delivery_location_latitude         19.171458
Delivery_location_longitude        72.907808
Order_Date                        08-03-2022
Time_Orderd                            20:40
Time_Order_picked                      20:55
Weather conditions                     Sunny
Road_traffic_density                     Jam
Vehicle_condition                          1
Type_of_order                         Buffet
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   34.000000
Name: 14995, dtype: object
