ID                                       0x17f0
Delivery_person_ID                JAPRES04DEL02
Delivery_person_Age                   37.000000
Delivery_person_Ratings                4.600000
Restaurant_latitude                   26.902328
Restaurant_longitude                  75.794257
Delivery_location_latitude            26.952328
Delivery_location_longitude           75.844257
Order_Date                           13-03-2022
Time_Orderd                               18:25
Time_Order_picked                         18:35
Weather conditions                        Sunny
Road_traffic_density                     Medium
Vehicle_condition                             2
Type_of_order                            Drinks
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      19.000000
Name: 5878, dtype: object
