ID                                      0xb49
Delivery_person_ID             PUNERES12DEL01
Delivery_person_Age                 34.000000
Delivery_person_Ratings              4.900000
Restaurant_latitude                 18.520016
Restaurant_longitude                73.830547
Delivery_location_latitude          18.530016
Delivery_location_longitude         73.840547
Order_Date                         03-03-2022
Time_Orderd                              9:60
Time_Order_picked                       10:15
Weather conditions                     Cloudy
Road_traffic_density                      Low
Vehicle_condition                           1
Type_of_order                            Meal
Type_of_vehicle                    motorcycle
multiple_deliveries                  0.000000
Festival                                   No
City                                    Urban
Time_taken (min)                    16.000000
Name: 8340, dtype: object
