ID                                    0xc637
Delivery_person_ID             KNPRES06DEL03
Delivery_person_Age                    30.00
Delivery_person_Ratings                 4.10
Restaurant_latitude                     0.00
Restaurant_longitude                    0.00
Delivery_location_latitude              0.09
Delivery_location_longitude             0.09
Order_Date                        18-02-2022
Time_Orderd                            19:20
Time_Order_picked                      19:25
Weather conditions                     Windy
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                         Buffet
Type_of_vehicle                      scooter
multiple_deliveries                     1.00
Festival                                  No
City                           Metropolitian
Time_taken (min)                       31.00
Name: 29999, dtype: object
