ID                                       0x904d
Delivery_person_ID                MYSRES12DEL01
Delivery_person_Age                   25.000000
Delivery_person_Ratings                4.500000
Restaurant_latitude                   12.284747
Restaurant_longitude                  76.625861
Delivery_location_latitude            12.294747
Delivery_location_longitude           76.635861
Order_Date                           13-03-2022
Time_Orderd                               10:25
Time_Order_picked                         10:35
Weather conditions                       Cloudy
Road_traffic_density                        Low
Vehicle_condition                             2
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    1.000000
Festival                                     No
City                                      Urban
Time_taken (min)                      16.000000
Name: 43088, dtype: object
