ID                                       0x9e56
Delivery_person_ID             RANCHIRES08DEL02
Delivery_person_Age                   30.000000
Delivery_person_Ratings                3.600000
Restaurant_latitude                   23.353783
Restaurant_longitude                  85.326967
Delivery_location_latitude            23.433783
Delivery_location_longitude           85.406967
Order_Date                           10-03-2022
Time_Orderd                               22:15
Time_Order_picked                         22:25
Weather conditions                          Fog
Road_traffic_density                        Low
Vehicle_condition                             1
Type_of_order                            Drinks
Type_of_vehicle                      motorcycle
multiple_deliveries                    1.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      37.000000
Name: 34432, dtype: object
