ID                                       0xa11
Delivery_person_ID             COIMBRES13DEL03
Delivery_person_Age                  20.000000
Delivery_person_Ratings               4.700000
Restaurant_latitude                  11.003669
Restaurant_longitude                 76.976494
Delivery_location_latitude           11.063669
Delivery_location_longitude          77.036494
Order_Date                          30-03-2022
Time_Orderd                              21:25
Time_Order_picked                        21:35
Weather conditions                      Cloudy
Road_traffic_density                       Jam
Vehicle_condition                            2
Type_of_order                           Drinks
Type_of_vehicle                        scooter
multiple_deliveries                   0.000000
Festival                                    No
City                             Metropolitian
Time_taken (min)                     26.000000
Name: 38052, dtype: object
