ID                                        0x557
Delivery_person_ID                MYSRES17DEL01
Delivery_person_Age                         NaN
Delivery_person_Ratings                     NaN
Restaurant_latitude                   12.326356
Restaurant_longitude                  76.619103
Delivery_location_latitude            12.436356
Delivery_location_longitude           76.729103
Order_Date                           29-03-2022
Time_Orderd                                 NaN
Time_Order_picked                         19:60
Weather conditions                          NaN
Road_traffic_density                        NaN
Vehicle_condition                             3
Type_of_order                            Buffet
Type_of_vehicle                electric_scooter
multiple_deliveries                    0.000000
Festival                                     No
City                              Metropolitian
Time_taken (min)                      34.000000
Name: 19068, dtype: object
