ID                                     0x9d8
Delivery_person_ID             SURRES04DEL01
Delivery_person_Age                27.000000
Delivery_person_Ratings             4.100000
Restaurant_latitude                21.173493
Restaurant_longitude               72.801953
Delivery_location_latitude         21.243493
Delivery_location_longitude        72.871953
Order_Date                        23-03-2022
Time_Orderd                            19:40
Time_Order_picked                      19:45
Weather conditions                       Fog
Road_traffic_density                     Jam
Vehicle_condition                          2
Type_of_order                          Snack
Type_of_vehicle                   motorcycle
multiple_deliveries                 0.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   44.000000
Name: 10780, dtype: object
