ID                                    0xe277
Delivery_person_ID             KNPRES12DEL03
Delivery_person_Age                33.000000
Delivery_person_Ratings             4.200000
Restaurant_latitude                26.492106
Restaurant_longitude               80.327797
Delivery_location_latitude         26.552106
Delivery_location_longitude        80.387797
Order_Date                        13-02-2022
Time_Orderd                            20:40
Time_Order_picked                      20:55
Weather conditions                     Windy
Road_traffic_density                     Jam
Vehicle_condition                          0
Type_of_order                           Meal
Type_of_vehicle                   motorcycle
multiple_deliveries                 1.000000
Festival                                  No
City                           Metropolitian
Time_taken (min)                   40.000000
Name: 3553, dtype: object
